"","vivienda","hogar","ind","Tiempo_labores_no_rem"
"1193",1878,1,5,50
"1194",1880,1,1,0
"1195",1880,1,2,420
"1196",1880,1,3,5
"1197",1880,1,4,240
"1198",1880,1,5,10
"1199",1883,1,1,0
"1200",1883,1,2,510
"1201",1883,1,3,0
"1202",1883,1,4,10
"1203",1884,1,1,0
"1204",1884,1,2,290
"1205",1884,1,3,0
"1206",1887,1,1,300
"1207",1887,1,2,0
"1208",1890,1,1,110
"1209",1890,1,2,295
"1210",1890,1,3,60
"1211",1891,1,1,210
"1212",1891,1,2,50
"1213",1895,1,1,0
"1214",1895,1,2,480
"1215",1895,1,3,0
"1216",1901,1,1,0
"1217",1901,1,2,0
"1218",1903,1,1,205
"1219",1904,1,1,120
"1220",1904,1,2,330
"1221",1904,1,3,90
"1222",1905,1,1,410
"1223",1905,1,2,0
"1224",1906,1,1,30
"1225",1906,1,2,330
"1226",1906,1,3,30
"1227",1906,1,4,0
"1228",1906,1,5,30
"1229",1907,1,1,675
"1230",1907,1,2,240
"1231",1907,1,3,240
"1232",1908,1,1,495
"1233",1908,1,2,0
"1234",1908,1,3,15
"1235",1908,1,4,25
"1236",1909,1,1,90
"1237",1911,1,1,85
"1238",1912,1,1,280
"1239",1912,1,2,0
"1240",1912,1,3,0
"1241",1913,1,1,15
"1242",1918,1,1,0
"1243",1920,1,1,360
"1244",1920,1,2,0
"1245",1922,1,1,0
"1246",1922,1,2,990
"1247",1926,1,1,300
"1248",1926,1,2,0
"1249",1927,1,1,110
"1250",1927,1,2,180
"1251",1927,1,3,240
"1252",1929,1,1,240
"1253",1929,1,2,540
"1254",1931,1,1,0
"1255",1931,1,2,390
"1256",1932,1,1,90
"1257",1932,1,2,300
"1258",1933,1,1,60
"1259",1933,1,2,60
"1260",1933,1,3,60
"1261",1933,1,4,0
"1262",1934,1,1,270
"1263",1934,1,2,120
"1264",1936,1,1,250
"1265",1936,1,2,185
"1266",1936,1,3,65
"1267",1937,1,1,0
"1268",1937,1,2,365
"1269",1937,1,3,255
"1270",1937,1,4,230
"1271",1938,1,1,300
"1272",1939,1,1,255
"1273",1939,1,2,0
"1274",1939,1,3,0
"1275",1939,1,4,150
"1276",1940,1,1,0
"1277",1940,1,2,180
"1278",1942,1,1,0
"1279",1942,1,2,540
"1280",1942,1,3,0
"1281",1944,1,1,280
"1282",1944,1,2,0
"1283",1945,1,1,40
"1284",1945,1,2,45
"1285",1945,1,3,0
"1286",1946,1,1,200
"1287",1946,1,2,270
"1288",1948,1,1,780
"1289",1948,1,2,510
"1290",1949,1,1,150
"1291",1949,1,2,0
"1292",1949,1,3,80
"1293",1951,1,1,60
"1294",1951,1,2,420
"1295",1951,1,3,120
"1296",1952,1,1,470
"1297",1952,1,2,0
"1298",1953,1,1,0
"1299",1954,1,1,390
"1300",1957,1,1,420
"1301",1957,1,2,0
"1302",1959,1,1,590
"1303",1959,1,2,90
"1304",1960,1,1,60
"1305",1960,1,2,225
"1306",1960,1,3,0
"1307",1960,1,4,0
"1308",1961,1,1,60
"1309",1961,1,2,270
"1310",1964,1,1,110
"1311",1964,1,2,150
"1312",1964,1,3,120
"1313",1964,1,4,120
"1314",1965,1,1,0
"1315",1965,1,2,261
"1316",1965,1,3,40
"1317",1966,1,1,255
"1318",1966,1,2,0
"1319",1967,1,1,0
"1320",1968,1,1,85
"1321",1968,1,2,35
"1322",1970,1,1,120
"1323",1970,1,2,300
"1324",1970,1,3,120
"1325",1970,1,4,120
"1326",1971,1,1,245
"1327",1971,1,2,0
"1328",1971,1,3,30
"1329",1972,1,1,0
"1330",1972,1,2,420
"1331",1972,1,3,120
"1332",1973,1,1,250
"1333",1973,2,1,20
"1334",1975,1,1,145
"1335",1976,1,1,240
"1336",1976,1,2,240
"1337",1976,1,3,75
"1338",1979,1,1,210
"1339",1979,1,2,420
"1340",1980,1,1,0
"1341",1983,1,1,240
"1342",1983,1,2,30
"1343",1984,1,1,150
"1344",1984,1,2,180
"1345",1984,1,3,60
"1346",1985,1,1,0
"1347",1985,1,2,135
"1348",1985,1,3,40
"1349",1989,1,1,0
"1350",1989,1,2,205
"1351",1993,1,1,0
"1352",1993,1,2,0
"1353",1993,1,3,0
"1354",1994,1,1,210
"1355",1994,1,2,40
"1356",1994,1,3,0
"1357",1997,1,1,0
"1358",1997,1,2,150
"1359",1998,1,1,0
"1360",1998,1,2,295
"1361",1998,1,3,180
"1362",2001,1,1,180
"1363",2002,1,1,120
"1364",2002,1,2,0
"1365",2002,1,3,0
"1366",2003,1,1,0
"1367",2003,1,2,300
"1368",2005,1,1,0
"1369",2005,1,2,165
"1370",2005,1,3,30
"1371",2005,1,4,0
"1372",2008,1,1,60
"1373",2009,1,1,60
"1374",2009,1,2,210
"1375",2014,1,1,120
"1376",2014,1,2,255
"1377",2015,1,1,345
"1378",2015,1,2,90
"1379",2018,1,1,60
"1380",2018,1,2,480
"1381",2019,1,1,40
"1382",2019,1,2,340
"1383",2019,1,3,0
"1384",2021,1,1,20
"1385",2022,1,1,270
"1386",2029,1,1,270
"1387",2031,1,1,30
"1388",2031,1,2,10
"1389",2031,1,3,0
"1390",2032,1,1,0
"1391",2032,1,2,120
"1392",2032,1,3,0
"1393",2037,1,1,60
"1394",2037,1,2,120
"1395",2037,1,3,120
"1396",2039,1,1,150
"1397",2039,1,2,90
"1398",2049,1,1,30
"1399",2049,1,2,190
"1400",2050,1,1,300
"1401",2050,1,2,55
"1402",2050,1,3,240
"1403",2051,1,1,0
"1404",2051,1,2,420
"1405",2052,1,1,0
"1406",2052,1,2,0
"1407",2054,1,1,330
"1408",2054,1,2,0
"1409",2057,1,1,455
"1410",2057,1,2,0
"1411",2059,1,1,10
"1412",2059,1,2,315
"1413",2062,1,1,240
"1414",2065,1,1,0
"1415",2065,1,2,120
"1416",2066,1,1,0
"1417",2070,1,1,0
"1418",2070,1,2,360
"1419",2071,1,1,150
"1420",2073,1,1,0
"1421",2073,1,2,570
"1422",2075,1,1,140
"1423",2075,1,2,300
"1424",2076,1,1,420
"1425",2076,1,2,480
"1426",2077,1,1,120
"1427",2078,1,1,0
"1428",2079,1,1,210
"1429",2079,1,2,155
"1430",2083,1,1,15
"1431",2083,1,2,58
"1432",2083,1,3,0
"1433",2087,1,1,302
"1434",2087,1,2,60
"1435",2089,1,1,120
"1436",2089,1,2,0
"1437",2091,1,1,385
"1438",2094,1,1,405
"1439",2094,1,2,95
"1440",2096,1,1,90
"1441",2096,1,2,260
"1442",2097,1,1,0
"1443",2097,1,2,150
"1444",2097,1,3,0
"1445",2100,1,1,180
"1446",2100,1,2,390
"1447",2101,1,1,0
"1448",2101,1,2,360
"1449",2102,1,1,0
"1450",2102,1,2,120
"1451",2102,1,3,110
"1452",2105,1,1,10
"1453",2105,1,2,510
"1454",2106,1,1,0
"1455",2106,1,2,602
"1456",2106,1,3,0
"1457",2108,1,1,280
"1458",2110,1,1,0
"1459",2110,1,2,240
"1460",2111,1,1,420
"1461",2115,1,1,260
"1462",2116,1,1,50
"1463",2118,1,1,340
"1464",2119,1,1,150
"1465",2119,1,2,0
"1466",2120,1,1,0
"1467",2120,1,2,540
"1468",2120,1,3,0
"1469",2121,1,1,130
"1470",2121,1,2,370
"1471",2122,1,1,0
"1472",2122,1,2,350
"1473",2124,1,1,60
"1474",2127,1,1,120
"1475",2127,1,2,0
"1476",2127,1,3,120
"1477",2129,1,1,0
"1478",2129,1,2,330
"1479",2129,1,3,60
"1480",2129,1,4,180
"1481",2130,1,1,120
"1482",2130,1,2,225
"1483",2131,1,1,240
"1484",2131,1,2,660
"1485",2135,1,1,420
"1486",2135,1,2,0
"1487",2135,1,3,30
"1488",2138,1,1,270
"1489",2141,1,1,60
"1490",2141,1,2,60
"1491",2141,1,3,240
"1492",2143,1,1,630
"1493",2143,1,2,60
"1494",2146,1,1,230
"1495",2146,1,2,390
"1496",2149,1,1,480
"1497",2149,1,2,180
"1498",2150,1,1,360
"1499",2150,1,2,0
"1500",2150,1,3,20
"1501",2150,1,4,0
"1502",2151,1,1,50
"1503",2151,1,2,482
"1504",2153,1,1,0
"1505",2153,1,2,210
"1506",2153,1,3,0
"1507",2153,1,4,0
"1508",2155,1,1,20
"1509",2155,1,2,120
"1510",2155,1,3,0
"1511",2156,1,1,150
"1512",2157,1,1,480
"1513",2157,1,2,0
"1514",2157,1,3,0
"1515",2157,1,4,0
"1516",2161,1,1,330
"1517",2161,1,2,0
"1518",2161,1,3,30
"1519",2162,1,1,150
"1520",2162,1,2,420
"1521",2162,1,3,0
"1522",2164,1,1,240
"1523",2165,1,1,220
"1524",2165,1,2,0
"1525",2165,1,4,15
"1526",2166,1,1,480
"1527",2166,1,2,0
"1528",2166,1,3,90
"1529",2167,1,1,60
"1530",2168,1,1,210
"1531",2168,1,2,330
"1532",2170,1,1,300
"1533",2170,1,2,60
"1534",2171,1,1,390
"1535",2171,1,4,420
"1536",2172,1,1,0
"1537",2172,1,2,340
"1538",2172,1,3,35
"1539",2172,1,5,320
"1540",2175,1,1,0
"1541",2175,1,2,360
"1542",2180,1,1,315
"1543",2180,1,2,45
"1544",2183,1,1,5
"1545",2183,1,2,315
"1546",2186,1,1,0
"1547",2186,1,2,280
"1548",2186,1,3,50
"1549",2186,1,4,0
"1550",2187,1,1,0
"1551",2187,1,2,230
"1552",2187,1,3,20
"1553",2187,1,4,0
"1554",2188,1,1,420
"1555",2188,1,2,0
"1556",2189,1,1,390
"1557",2189,1,2,0
"1558",2190,1,1,300
"1559",2192,1,1,60
"1560",2192,1,2,180
"1561",2193,1,1,480
"1562",2194,1,1,45
"1563",2200,1,1,600
"1564",2202,1,1,0
"1565",2202,1,2,390
"1566",2205,1,1,270
"1567",2205,1,2,60
"1568",2206,1,1,300
"1569",2206,1,2,240
"1570",2208,1,1,30
"1571",2208,1,2,60
"1572",2208,1,3,30
"1573",2208,1,4,30
"1574",2210,1,1,225
"1575",2210,1,2,295
"1576",2210,1,3,285
"1577",2210,1,4,420
"1578",2213,1,1,105
"1579",2213,1,2,30
"1580",2213,1,3,120
"1581",2213,1,6,50
"1582",2213,1,7,30
"1583",2218,1,1,20
"1584",2218,1,2,480
"1585",2219,1,1,580
"1586",2219,1,2,200
"1587",2221,1,1,270
"1588",2221,1,2,0
"1589",2221,1,3,0
"1590",2221,1,4,0
"1591",2222,1,1,320
"1592",2223,1,1,300
"1593",2223,1,2,220
"1594",2223,1,3,230
"1595",2224,1,1,440
"1596",2224,1,2,180
"1597",2225,1,1,0
"1598",2228,1,1,125
"1599",2228,1,2,755
"1600",2228,1,3,150
"1601",2228,1,4,95
"1602",2228,1,5,38
"1603",2229,1,1,300
"1604",2232,1,1,0
"1605",2232,1,2,135
"1606",2232,1,3,220
"1607",2232,1,4,240
"1608",2232,1,5,15
"1609",2232,1,6,0
"1610",2234,1,1,0
"1611",2234,1,2,300
"1612",2234,1,3,0
"1613",2234,1,4,60
"1614",2236,1,1,0
"1615",2236,1,2,350
"1616",2236,1,3,0
"1617",2242,1,1,0
"1618",2242,1,2,325
"1619",2244,1,1,0
"1620",2244,1,2,170
"1621",2244,1,3,0
"1622",2249,1,1,0
"1623",2250,1,1,0
"1624",2250,1,2,600
"1625",2250,1,3,0
"1626",2251,1,1,450
"1627",2255,1,1,260
"1628",2262,1,1,150
"1629",2262,1,2,40
"1630",2264,1,1,20
"1631",2264,1,2,0
"1632",2264,1,3,285
"1633",2269,1,1,410
"1634",2269,1,2,0
"1635",2270,1,1,0
"1636",2270,1,2,240
"1637",2270,1,3,300
"1638",2270,1,6,0
"1639",2272,1,1,280
"1640",2272,1,2,580
"1641",2272,1,3,420
"1642",2272,1,4,230
"1643",2272,1,5,35
"1644",2274,1,1,10
"1645",2274,1,2,295
"1646",2274,1,3,5
"1647",2275,1,1,0
"1648",2275,1,2,590
"1649",2277,1,1,380
"1650",2277,1,2,120
"1651",2277,1,3,120
"1652",2282,1,1,210
"1653",2282,1,2,390
"1654",2284,1,1,275
"1655",2284,1,2,25
"1656",2287,1,1,80
"1657",2287,1,2,120
"1658",2287,1,3,150
"1659",2288,1,1,0
"1660",2288,1,2,135
"1661",2289,1,1,0
"1662",2290,1,1,25
"1663",2291,1,1,0
"1664",2291,1,2,0
"1665",2291,1,3,0
"1666",2291,1,4,0
"1667",2292,1,1,120
"1668",2292,1,2,720
"1669",2292,1,3,220
"1670",2297,1,1,0
"1671",2297,1,2,425
"1672",2298,1,1,0
"1673",2298,1,2,135
"1674",2298,1,3,0
"1675",2298,1,4,0
"1676",2301,1,1,360
"1677",2304,1,1,30
"1678",2304,1,2,15
"1679",2304,1,3,0
"1680",2304,1,4,120
"1681",2306,1,1,90
"1682",2306,1,2,0
"1683",2309,1,1,255
"1684",2311,1,1,0
"1685",2311,1,2,90
"1686",2311,1,3,0
"1687",2311,1,4,30
"1688",2311,1,5,0
"1689",2312,1,1,180
"1690",2312,1,2,420
"1691",2313,1,1,0
"1692",2318,1,1,15
"1693",2322,1,1,85
"1694",2323,1,1,90
"1695",2323,1,2,300
"1696",2323,1,3,0
"1697",2326,1,1,0
"1698",2326,1,2,0
"1699",2326,1,3,0
"1700",2327,1,1,240
"1701",2327,1,2,0
"1702",2327,1,3,0
"1703",2327,1,4,0
"1704",2328,1,1,0
"1705",2328,1,2,325
"1706",2328,1,3,0
"1707",2331,1,1,15
"1708",2333,1,1,0
"1709",2333,1,2,100
"1710",2333,1,3,70
"1711",2333,1,4,0
"1712",2333,1,6,0
"1713",2338,1,1,210
"1714",2338,1,2,170
"1715",2338,1,3,0
"1716",2344,1,1,265
"1717",2344,1,2,0
"1718",2345,1,1,300
"1719",2345,1,2,120
"1720",2346,1,1,330
"1721",2346,1,2,120
"1722",2350,1,1,220
"1723",2350,1,2,150
"1724",2350,1,3,150
"1725",2350,1,4,180
"1726",2351,1,1,0
"1727",2351,1,2,420
"1728",2351,1,3,120
"1729",2351,1,4,0
"1730",2351,1,5,120
"1731",2351,1,6,0
"1732",2352,1,1,170
"1733",2354,1,1,0
"1734",2354,1,2,420
"1735",2355,1,1,100
"1736",2355,1,2,180
"1737",2358,1,1,20
"1738",2358,1,2,175
"1739",2360,1,1,0
"1740",2360,1,2,330
"1741",2364,1,1,60
"1742",2364,1,2,40
"1743",2364,1,3,0
"1744",2365,1,1,360
"1745",2365,1,2,180
"1746",2365,1,3,0
"1747",2365,1,4,180
"1748",2365,1,5,60
"1749",2365,1,6,240
"1750",2368,1,1,300
"1751",2368,1,2,0
"1752",2368,1,3,0
"1753",2369,1,1,60
"1754",2369,1,2,390
"1755",2370,1,1,0
"1756",2370,1,2,390
"1757",2373,1,1,0
"1758",2373,1,2,315
"1759",2373,1,3,0
"1760",2374,1,1,390
"1761",2374,1,2,0
"1762",2375,1,1,420
"1763",2375,1,2,60
"1764",2375,1,3,75
"1765",2381,1,1,0
"1766",2382,1,1,200
"1767",2382,1,2,0
"1768",2384,1,1,0
"1769",2384,1,2,0
"1770",2384,1,3,215
"1771",2388,1,1,0
"1772",2388,1,2,360
"1773",2388,1,3,30
"1774",2388,1,4,0
"1775",2388,1,6,100
"1776",2389,1,1,205
"1777",2389,1,2,120
"1778",2389,1,3,120
"1779",2389,1,4,0
"1780",2391,1,1,120
"1781",2391,1,2,120
"1782",2391,1,3,75
"1783",2396,1,1,0
"1784",2396,1,2,140
"1785",2396,1,3,0
"1786",2396,1,4,0
"1787",2396,1,5,0
"1788",2397,1,1,120
"1789",2397,1,2,585
"1790",2404,1,1,480
"1791",2404,1,2,0
"1792",2404,1,3,0
"1793",2405,1,1,168
"1794",2405,1,2,0
"1795",2405,1,3,0
"1796",2406,1,1,220
"1797",2406,1,2,300
"1798",2406,1,3,90
"1799",2408,1,1,0
"1800",2408,1,2,420
"1801",2408,1,3,60
"1802",2409,1,1,0
"1803",2409,1,2,210
"1804",2409,1,3,85
"1805",2411,1,1,0
"1806",2411,1,2,240
"1807",2411,1,3,180
"1808",2411,1,4,240
"1809",2413,1,1,480
"1810",2413,1,2,120
"1811",2413,1,3,0
"1812",2416,1,1,60
"1813",2417,1,1,60
"1814",2418,1,1,570
"1815",2418,1,2,95
"1816",2419,1,1,0
"1817",2419,1,2,270
"1818",2421,1,1,90
"1819",2421,1,2,300
"1820",2422,1,1,0
"1821",2422,1,2,150
"1822",2426,1,1,120
"1823",2426,1,2,420
"1824",2426,1,3,0
"1825",2429,1,1,0
"1826",2429,1,2,215
"1827",2431,1,1,420
"1828",2431,1,2,80
"1829",2432,1,1,40
"1830",2434,1,1,10
"1831",2434,1,2,350
"1832",2435,1,1,90
"1833",2435,1,2,120
"1834",2435,1,3,40
"1835",2435,1,4,0
"1836",2437,1,1,250
"1837",2437,1,2,190
"1838",2439,1,1,0
"1839",2439,1,3,157
"1840",2439,1,4,0
"1841",2444,1,1,100
"1842",2444,1,2,165
"1843",2445,1,1,0
"1844",2445,1,2,400
"1845",2445,1,3,35
"1846",2446,1,1,180
"1847",2449,1,1,70
"1848",2449,1,2,0
"1849",2449,1,3,0
"1850",2450,1,1,228
"1851",2450,1,2,0
"1852",2450,1,3,135
"1853",2450,1,4,0
"1854",2451,1,1,245
"1855",2451,1,2,0
"1856",2451,1,3,0
"1857",2451,1,4,30
"1858",2451,1,5,60
"1859",2452,1,1,50
"1860",2452,1,2,390
"1861",2452,1,3,120
"1862",2454,1,1,60
"1863",2454,1,2,480
"1864",2454,1,3,0
"1865",2456,1,1,110
"1866",2456,1,2,270
"1867",2456,1,3,80
"1868",2456,1,4,165
"1869",2457,1,1,170
"1870",2457,1,2,240
"1871",2457,1,3,180
"1872",2457,1,4,0
"1873",2461,1,1,130
"1874",2461,1,2,130
"1875",2467,1,1,90
"1876",2467,1,2,150
"1877",2467,1,3,120
"1878",2469,1,1,0
"1879",2469,1,2,90
"1880",2469,1,3,0
"1881",2472,1,1,290
"1882",2472,1,2,60
"1883",2474,1,1,210
"1884",2474,1,2,60
"1885",2475,1,1,30
"1886",2477,1,1,0
"1887",2477,1,2,380
"1888",2477,1,3,0
"1889",2477,1,4,0
"1890",2478,1,1,300
"1891",2481,1,1,110
"1892",2481,1,2,300
"1893",2481,1,3,0
"1894",2484,1,1,0
"1895",2484,1,2,200
"1896",2484,1,3,0
"1897",2487,1,1,255
"1898",2487,1,2,0
"1899",2490,1,1,375
"1900",2490,1,2,0
"1901",2491,1,1,0
"1902",2491,1,2,200
"1903",2491,1,3,0
"1904",2492,1,1,0
"1905",2492,1,2,210
"1906",2492,1,3,0
"1907",2495,1,1,150
"1908",2495,1,2,120
"1909",2496,1,1,0
"1910",2496,1,2,150
"1911",2496,1,3,0
"1912",2497,1,1,420
"1913",2497,1,2,20
"1914",2497,1,3,15
"1915",2497,1,4,15
"1916",2499,1,1,0
"1917",2499,1,2,160
"1918",2499,1,3,60
"1919",2500,1,1,180
"1920",2500,1,2,120
"1921",2501,1,1,260
"1922",2502,1,1,275
"1923",2503,1,1,60
"1924",2503,1,2,210
"1925",2504,1,1,450
"1926",2505,1,1,0
"1927",2505,1,2,140
"1928",2507,1,1,0
"1929",2508,1,1,150
"1930",2508,1,2,0
"1931",2509,1,1,50
"1932",2509,1,2,305
"1933",2510,1,1,0
"1934",2510,1,2,360
"1935",2512,1,1,0
"1936",2512,1,2,600
"1937",2514,1,1,30
"1938",2514,1,2,300
"1939",2534,1,1,135
"1940",2535,1,1,200
"1941",2535,1,2,0
"1942",2535,1,3,0
"1943",2535,1,4,0
"1944",2536,1,1,180
"1945",2536,1,2,0
"1946",2536,1,3,0
"1947",2538,1,1,0
"1948",2538,1,2,260
"1949",2539,1,1,380
"1950",2541,1,1,345
"1951",2541,1,2,15
"1952",2541,1,3,300
"1953",2541,1,5,0
"1954",2543,1,1,120
"1955",2543,1,2,120
"1956",2543,1,3,0
"1957",2546,1,1,0
"1958",2546,1,2,0
"1959",2546,1,3,0
"1960",2546,1,4,0
"1961",2546,1,5,450
"1962",2549,1,1,85
"1963",2549,1,2,0
"1964",2550,1,1,540
"1965",2550,1,2,150
"1966",2551,1,1,100
"1967",2551,1,2,150
"1968",2552,1,1,180
"1969",2552,1,2,0
"1970",2552,1,3,0
"1971",2555,1,1,0
"1972",2555,1,2,130
"1973",2556,1,1,30
"1974",2556,1,2,390
"1975",2556,1,3,120
"1976",2556,1,4,30
"1977",2556,1,5,0
"1978",2556,1,6,130
"1979",2557,1,1,210
"1980",2557,1,2,390
"1981",2557,2,1,0
"1982",2557,2,2,375
"1983",2557,2,3,100
"1984",2558,1,1,180
"1985",2558,1,2,0
"1986",2559,1,1,210
"1987",2559,1,2,360
"1988",2562,1,1,150
"1989",2565,1,1,300
"1990",2565,1,2,180
"1991",2567,1,1,0
"1992",2567,1,2,90
"1993",2567,1,3,90
"1994",2568,1,1,180
"1995",2569,1,1,230
"1996",2569,1,2,0
"1997",2569,1,3,60
"1998",2569,1,4,0
"1999",2569,1,5,30
"2000",2570,1,1,75
"2001",2570,1,2,0
"2002",2570,2,1,0
"2003",2570,2,2,67
"2004",2573,1,1,110
"2005",2574,1,1,201
"2006",2574,1,2,300
"2007",2574,1,3,140
"2008",2574,1,4,0
"2009",2575,1,1,0
"2010",2575,1,2,260
"2011",2576,1,1,0
"2012",2576,1,2,240
"2013",2577,1,1,540
"2014",2577,1,2,30
"2015",2577,1,3,90
"2016",2579,1,1,40
"2017",2579,1,2,395
"2018",2579,1,3,0
"2019",2579,1,4,165
"2020",2580,1,1,0
"2021",2580,1,2,0
"2022",2580,1,4,240
"2023",2582,1,1,0
"2024",2582,1,2,290
"2025",2587,1,1,0
"2026",2587,1,2,365
"2027",2588,1,1,180
"2028",2588,1,2,210
"2029",2589,1,1,165
"2030",2589,1,3,255
"2031",2589,1,5,120
"2032",2590,1,1,15
"2033",2590,1,2,260
"2034",2591,1,1,230
"2035",2592,1,1,300
"2036",2592,1,2,90
"2037",2592,1,3,150
"2038",2594,1,1,0
"2039",2594,1,2,80
"2040",2595,1,1,0
"2041",2595,1,2,110
"2042",2596,1,1,0
"2043",2596,1,2,480
"2044",2596,1,3,0
"2045",2597,1,1,60
"2046",2599,1,1,420
"2047",2600,1,1,60
"2048",2600,1,2,30
"2049",2602,1,1,30
"2050",2602,1,2,30
"2051",2602,1,4,0
"2052",2604,1,1,0
"2053",2604,1,2,85
"2054",2604,1,3,15
"2055",2606,1,1,0
"2056",2606,1,2,0
"2057",2607,1,1,260
"2058",2607,1,2,345
"2059",2608,1,1,20
"2060",2608,1,2,150
"2061",2609,1,1,115
"2062",2609,1,2,225
"2063",2611,1,1,210
"2064",2611,1,2,120
"2065",2611,1,3,120
"2066",2612,1,1,100
"2067",2612,1,2,290
"2068",2613,1,1,270
"2069",2613,1,2,0
"2070",2613,1,3,0
"2071",2613,1,4,0
"2072",2614,1,1,15
"2073",2614,1,2,80
"2074",2617,1,1,90
"2075",2617,1,2,90
"2076",2621,1,1,40
"2077",2624,1,1,0
"2078",2624,1,2,0
"2079",2625,1,1,85
"2080",2626,1,1,0
"2081",2626,1,2,330
"2082",2627,1,1,270
"2083",2628,1,1,0
"2084",2629,1,1,20
"2085",2629,1,2,180
"2086",2631,1,1,130
"2087",2631,1,2,310
"2088",2633,1,1,30
"2089",2633,1,2,120
"2090",2634,1,1,0
"2091",2634,1,2,0
"2092",2634,1,3,260
"2093",2636,1,1,160
"2094",2636,1,2,0
"2095",2637,1,1,60
"2096",2637,1,2,360
"2097",2639,1,1,0
"2098",2639,1,2,250
"2099",2640,1,1,290
"2100",2641,1,1,60
"2101",2641,1,2,620
"2102",2642,1,1,0
"2103",2642,1,2,165
"2104",2644,1,1,250
"2105",2644,1,2,60
"2106",2644,1,3,0
"2107",2645,1,1,180
"2108",2645,1,2,0
"2109",2645,1,3,0
"2110",2646,1,1,30
"2111",2646,1,2,150
"2112",2646,1,3,0
"2113",2646,1,5,100
"2114",2646,1,7,0
"2115",2647,1,1,186
"2116",2647,1,2,0
"2117",2647,1,3,20
"2118",2647,1,4,0
"2119",2648,1,1,65
"2120",2648,1,2,0
"2121",2649,1,1,0
"2122",2649,1,2,240
"2123",2649,1,3,60
"2124",2649,1,4,30
"2125",2649,1,5,0
"2126",2650,1,1,360
"2127",2650,1,2,30
"2128",2650,1,3,290
"2129",2650,1,4,20
"2130",2650,1,5,40
"2131",2651,1,1,60
"2132",2652,1,1,0
"2133",2652,1,2,190
"2134",2652,1,3,0
"2135",2652,1,4,0
"2136",2652,1,5,120
"2137",2652,1,6,0
"2138",2653,1,1,0
"2139",2653,1,2,360
"2140",2653,1,3,0
"2141",2653,1,4,16
"2142",2654,1,1,0
"2143",2654,1,2,170
"2144",2655,1,1,230
"2145",2655,1,2,50
"2146",2657,1,1,60
"2147",2657,1,2,50
"2148",2658,1,1,0
"2149",2659,1,1,30
"2150",2661,1,1,210
"2151",2663,1,1,190
"2152",2663,1,2,140
"2153",2664,1,1,535
"2154",2664,1,2,30
"2155",2665,1,1,120
"2156",2665,1,2,345
"2157",2666,1,1,250
"2158",2666,1,2,0
"2159",2668,1,1,100
"2160",2668,1,2,0
"2161",2668,1,3,270
"2162",2668,1,4,0
"2163",2669,1,1,95
"2164",2669,1,2,35
"2165",2670,1,1,30
"2166",2670,1,2,585
"2167",2670,1,3,73
"2168",2671,1,1,0
"2169",2671,1,2,300
"2170",2672,1,1,0
"2171",2672,1,2,180
"2172",2673,1,1,0
"2173",2673,1,2,120
"2174",2674,1,1,110
"2175",2674,1,2,0
"2176",2674,1,3,0
"2177",2674,1,4,60
"2178",2674,1,5,0
"2179",2674,1,6,180
"2180",2674,1,7,0
"2181",2676,1,1,30
"2182",2676,1,2,140
"2183",2676,1,3,20
"2184",2677,1,1,0
"2185",2677,1,2,240
"2186",2677,1,3,80
"2187",2678,1,1,400
"2188",2679,1,1,170
"2189",2681,1,1,33
"2190",2681,1,2,415
"2191",2682,1,1,150
"2192",2682,1,2,0
"2193",2682,1,3,0
"2194",2682,1,4,240
"2195",2682,1,5,0
"2196",2683,1,1,0
"2197",2683,1,2,190
"2198",2683,1,3,0
"2199",2683,1,4,0
"2200",2683,1,5,0
"2201",2686,1,1,60
"2202",2687,1,1,60
"2203",2690,1,1,90
"2204",2690,1,2,0
"2205",2690,1,3,35
"2206",2691,1,1,130
"2207",2691,1,2,0
"2208",2692,1,1,60
"2209",2692,1,2,210
"2210",2692,1,3,60
"2211",2692,1,4,0
"2212",2694,1,1,240
"2213",2694,1,2,320
"2214",2696,1,1,0
"2215",2696,1,2,100
"2216",2697,1,1,0
"2217",2698,1,1,380
"2218",2699,1,1,300
"2219",2699,1,2,195
"2220",2700,1,1,195
"2221",2705,1,1,240
"2222",2705,1,2,0
"2223",2705,1,3,0
"2224",2705,1,5,0
"2225",2706,1,1,210
"2226",2706,1,2,0
"2227",2707,1,1,60
"2228",2707,1,2,380
"2229",2708,1,1,110
"2230",2708,1,2,0
"2231",2708,1,3,0
"2232",2709,1,1,0
"2233",2709,1,2,330
"2234",2710,1,1,180
"2235",2710,1,2,270
"2236",2713,1,1,150
"2237",2713,1,2,40
"2238",2714,1,1,10
"2239",2714,1,2,0
"2240",2714,1,3,405
"2241",2716,1,1,0
"2242",2716,1,2,120
"2243",2716,1,4,110
"2244",2716,1,5,0
"2245",2718,1,1,60
"2246",2719,1,1,20
"2247",2719,1,2,330
"2248",2719,1,3,60
"2249",2719,1,4,300
"2250",2719,1,5,0
"2251",2723,1,1,0
"2252",2723,1,2,170
"2253",2723,1,3,20
"2254",2725,1,1,158
"2255",2725,1,2,215
"2256",2725,1,3,105
"2257",2726,1,1,310
"2258",2726,1,2,90
"2259",2727,1,1,145
"2260",2727,1,2,210
"2261",2727,1,3,0
"2262",2727,1,4,0
"2263",2727,1,5,0
"2264",2729,1,1,180
"2265",2731,1,1,120
"2266",2731,1,2,30
