"","vivienda","tipo_vivienda","electricidad","acueducto","alcantarillado","recoleccion_basuras","internet","gas","mes_ref","dia_ref","cabecera","region"
"507",1926,1,1,1,1,1,1,1,9,4,1,1
"508",1927,2,1,1,1,1,1,1,9,5,1,2
"509",1929,2,1,1,1,1,0,1,9,2,1,2
"510",1931,1,1,0,0,0,0,0,9,4,0,2
"511",1932,1,1,0,0,0,0,0,9,6,0,3
"512",1933,2,1,1,1,1,1,1,9,2,1,2
"513",1934,1,1,1,0,0,0,0,9,4,0,3
"514",1936,1,1,1,1,1,1,1,9,3,1,1
"515",1937,1,1,1,1,1,1,0,9,7,0,4
"516",1938,1,1,1,1,1,0,0,9,2,1,3
"517",1939,1,1,0,0,0,0,0,9,4,0,1
"518",1940,1,1,1,0,0,0,0,9,6,0,3
"519",1942,1,1,1,0,0,0,0,9,7,0,3
"520",1944,1,1,1,1,1,1,1,9,4,1,2
"521",1945,1,1,1,1,1,0,1,9,6,1,1
"522",1946,1,1,1,1,1,1,1,9,2,1,5
"523",1948,1,1,1,1,1,0,0,9,2,1,3
"524",1949,2,1,1,1,1,1,1,9,4,1,5
"525",1951,1,1,1,0,0,1,1,9,6,0,3
"526",1952,2,1,1,1,1,1,0,9,2,1,4
"527",1953,1,1,0,0,1,0,0,9,4,0,2
"528",1954,1,1,0,0,1,0,0,9,7,0,2
"529",1957,1,1,1,1,1,1,1,9,4,1,2
"530",1959,1,1,1,1,1,0,1,9,2,1,5
"531",1960,1,1,1,1,1,0,0,9,2,1,4
"532",1961,2,1,1,1,1,1,1,9,5,1,3
"533",1964,2,1,1,1,1,0,1,9,7,1,5
"534",1965,1,1,1,1,1,0,0,9,2,1,4
"535",1966,1,0,1,0,1,0,1,9,6,0,3
"536",1967,2,1,0,1,1,1,0,9,4,1,6
"537",1968,2,1,1,1,1,0,1,9,7,1,5
"538",1970,2,1,0,0,1,1,1,9,2,1,6
"539",1971,2,1,1,1,1,0,1,9,6,1,1
"540",1972,2,1,0,1,1,1,1,9,4,1,6
"541",1973,1,1,1,1,1,0,0,9,7,1,3
"542",1975,2,1,1,1,1,1,1,9,3,1,2
"543",1976,1,1,1,1,1,1,1,9,6,1,2
"544",1979,2,1,1,1,1,1,1,9,2,1,2
"545",1980,3,1,1,1,1,0,0,9,6,1,4
"546",1983,1,1,1,0,0,1,0,9,2,0,3
"547",1984,2,1,0,0,1,1,1,9,4,1,6
"548",1985,4,0,0,0,0,0,0,9,7,0,1
"549",1989,1,1,1,0,0,0,0,9,5,0,1
"550",1993,1,1,1,1,1,1,1,9,7,0,3
"551",1994,1,1,0,0,0,1,0,9,5,0,1
"552",1997,2,1,1,1,1,1,1,9,5,0,3
"553",1998,1,1,0,0,1,0,0,9,4,0,2
"554",2001,1,1,1,0,0,0,0,9,5,0,3
"555",2002,1,1,1,1,1,0,1,9,7,0,3
"556",2003,1,1,1,0,0,0,0,9,4,0,3
"557",2005,2,1,1,1,1,0,1,9,2,1,1
"558",2008,3,1,1,1,1,0,0,9,7,1,2
"559",2009,2,1,1,1,1,1,1,9,5,0,3
"560",2014,1,1,1,1,1,1,1,9,2,1,5
"561",2015,1,1,1,0,0,1,0,9,7,0,3
"562",2018,1,1,1,0,0,0,0,9,5,0,1
"563",2019,1,1,1,1,1,0,1,9,4,1,2
"564",2021,1,1,1,0,0,0,0,9,1,0,1
"565",2022,1,1,1,1,1,0,0,9,5,1,3
"566",2029,1,1,1,0,0,0,1,9,1,0,3
"567",2031,2,1,1,1,1,1,1,9,5,0,3
"568",2032,1,1,1,1,1,1,1,9,1,1,1
"569",2037,1,1,1,1,1,1,1,9,5,1,1
"570",2039,2,1,1,1,1,1,1,9,5,1,1
"571",2049,1,1,0,0,0,0,0,9,5,0,3
"572",2050,1,1,1,1,1,1,1,9,4,1,4
"573",2051,1,1,1,0,0,0,0,9,1,0,3
"574",2052,2,1,1,1,1,1,1,9,1,1,2
"575",2054,1,1,1,1,1,0,0,9,5,1,2
"576",2057,2,1,1,1,1,1,1,9,1,1,2
"577",2059,2,1,1,1,1,0,1,9,5,1,3
"578",2062,2,1,1,1,1,1,1,9,1,1,3
"579",2065,1,1,1,1,1,0,1,9,5,1,1
"580",2066,2,1,1,1,1,0,1,9,1,1,1
"581",2070,1,1,1,1,1,0,1,9,4,1,3
"582",2071,2,1,1,1,1,1,0,9,5,1,4
"583",2073,1,1,1,0,0,0,0,9,5,0,1
"584",2075,1,1,1,1,1,1,1,9,1,1,1
"585",2076,2,1,1,1,1,1,0,9,2,1,3
"586",2077,1,1,1,1,0,1,1,9,1,1,2
"587",2078,3,1,1,1,1,0,0,9,5,1,2
"588",2079,2,1,1,1,1,0,1,9,5,1,3
"589",2083,3,1,1,1,1,0,1,9,4,0,3
"590",2087,2,1,1,1,1,1,1,9,1,1,3
"591",2089,2,1,1,1,1,0,0,9,5,1,3
"592",2091,2,1,0,0,1,0,0,9,1,1,4
"593",2094,1,1,1,1,1,1,0,9,5,1,3
"594",2096,1,1,1,0,0,1,0,9,3,0,2
"595",2097,1,1,1,0,0,0,0,9,1,0,3
"596",2100,1,1,1,0,0,0,0,9,3,0,4
"597",2101,1,1,1,0,0,0,0,9,4,0,2
"598",2102,2,1,1,1,1,1,1,9,4,1,3
"599",2105,1,1,0,0,0,0,0,9,4,0,2
"600",2106,1,1,1,1,1,1,1,9,3,1,5
"601",2108,1,1,1,1,0,0,0,9,6,0,2
"602",2110,1,0,1,0,0,0,0,9,6,0,2
"603",2111,3,1,1,0,0,1,0,9,3,0,4
"604",2115,1,0,0,0,0,0,0,9,7,0,2
"605",2116,3,1,1,1,1,0,0,9,4,1,4
"606",2118,1,1,0,0,0,0,0,9,1,0,2
"607",2119,3,1,1,0,0,0,0,9,3,0,4
"608",2120,1,1,1,0,0,0,0,9,4,0,1
"609",2121,1,1,1,0,0,1,0,9,1,0,3
"610",2122,1,1,0,0,0,0,0,9,5,0,2
"611",2124,1,1,1,0,1,0,1,9,4,0,3
"612",2127,1,1,1,1,1,0,0,9,3,1,3
"613",2129,1,1,1,0,0,0,0,9,5,0,2
"614",2130,1,1,1,0,1,1,1,9,1,0,3
"615",2131,1,1,1,1,1,0,0,9,3,1,3
"616",2135,3,1,1,1,1,0,1,9,4,1,1
"617",2138,1,1,1,1,1,0,1,9,3,1,3
"618",2141,1,1,1,0,0,1,0,9,7,0,1
"619",2143,2,1,1,1,1,0,0,9,7,0,4
"620",2146,1,1,1,1,1,1,1,9,4,1,2
"621",2149,1,1,0,0,0,1,0,9,7,0,3
"622",2150,1,1,1,1,1,1,1,9,4,1,3
"623",2151,2,1,1,1,1,1,0,9,3,1,4
"624",2153,1,1,1,0,1,0,1,9,7,0,3
"625",2155,1,1,1,1,1,1,1,9,4,1,1
"626",2156,2,1,1,1,1,1,1,9,4,1,4
"627",2157,1,1,1,1,1,0,1,9,1,1,3
"628",2161,1,1,1,1,1,0,1,9,4,1,1
"629",2162,2,1,1,1,1,1,1,9,3,1,3
"630",2164,1,1,0,0,1,1,0,9,5,0,2
"631",2165,2,1,1,1,1,1,1,9,4,1,1
"632",2166,1,1,1,1,1,0,0,9,3,1,3
"633",2167,1,1,1,0,0,0,0,9,7,0,1
"634",2168,1,1,0,0,1,0,0,9,2,0,2
"635",2170,1,1,1,0,0,0,0,9,4,0,1
"636",2171,1,1,1,1,1,0,0,9,2,1,3
"637",2172,1,1,1,0,0,0,0,9,7,0,1
"638",2175,1,1,1,0,0,0,0,9,5,0,3
"639",2180,2,1,1,1,1,1,1,9,4,1,2
"640",2183,2,1,1,1,1,1,1,9,4,1,2
"641",2186,1,1,1,1,0,0,0,9,4,0,2
"642",2187,1,1,1,1,1,1,1,9,4,1,4
"643",2188,1,1,1,1,0,1,0,9,7,0,4
"644",2189,1,1,1,0,0,0,0,9,5,0,2
"645",2190,1,1,0,0,0,0,0,9,3,0,2
"646",2192,1,1,1,0,0,0,0,9,7,0,4
"647",2193,2,1,1,1,1,0,0,9,5,1,2
"648",2194,1,1,1,1,1,0,1,9,3,1,1
"649",2200,1,1,1,1,1,0,0,9,7,1,3
"650",2202,1,1,1,0,0,0,0,9,3,0,4
"651",2205,1,1,1,1,1,1,0,9,5,1,3
"652",2206,1,1,1,0,0,1,0,9,3,0,3
"653",2208,1,1,1,1,1,0,1,9,7,1,1
"654",2210,1,1,1,1,1,1,0,9,7,1,3
"655",2213,2,1,1,1,1,1,1,9,7,1,2
"656",2218,1,1,1,1,1,1,1,9,7,1,1
"657",2219,1,1,1,1,1,0,0,9,7,1,4
"658",2221,1,1,1,1,1,0,1,9,3,1,1
"659",2222,1,1,1,1,1,0,0,9,7,1,4
"660",2223,1,1,1,1,1,1,1,9,7,1,4
"661",2224,1,1,1,1,1,1,1,9,7,1,2
"662",2225,1,1,1,1,1,1,1,9,3,1,1
"663",2228,1,1,1,1,1,1,1,9,7,1,1
"664",2229,2,1,1,1,1,0,1,9,3,1,5
"665",2232,2,1,1,1,1,0,0,9,3,1,3
"666",2234,1,1,0,0,0,0,0,9,1,0,1
"667",2236,1,1,1,1,0,1,0,9,1,0,2
"668",2242,1,1,0,0,0,0,0,9,1,0,1
"669",2244,1,1,1,1,1,1,1,9,1,0,3
"670",2249,2,1,1,1,1,1,1,9,5,1,5
"671",2250,1,1,1,0,0,1,0,9,1,0,3
"672",2251,1,1,0,0,1,0,0,9,1,0,2
"673",2255,1,1,1,0,0,0,0,9,1,0,4
"674",2262,2,1,1,1,1,0,1,9,3,1,5
"675",2264,1,0,0,0,0,0,0,9,1,0,1
"676",2269,1,1,1,0,1,0,0,9,7,1,2
"677",2270,1,1,0,0,0,0,0,9,1,0,1
"678",2272,1,1,1,0,1,0,0,9,1,1,2
"679",2274,1,1,1,1,1,0,1,9,3,1,3
"680",2275,1,1,0,0,0,0,1,9,2,0,1
"681",2277,1,1,1,1,1,1,0,9,7,1,4
"682",2282,1,1,1,0,0,0,0,9,3,0,3
"683",2284,1,1,1,1,1,0,1,9,2,1,4
"684",2287,3,1,1,1,1,1,1,9,3,1,5
"685",2288,1,1,0,0,0,1,0,9,6,0,1
"686",2289,1,1,1,1,1,0,1,9,1,1,2
"687",2290,3,1,1,1,1,0,0,9,4,1,4
"688",2291,1,1,1,0,0,1,0,9,6,0,3
"689",2292,1,1,1,1,1,1,0,9,4,0,4
"690",2297,1,1,1,0,1,1,0,9,3,0,4
"691",2298,1,1,1,1,1,1,1,9,6,0,3
"692",2301,1,1,1,1,1,1,0,9,1,1,2
"693",2304,2,1,1,1,1,0,0,9,3,1,1
"694",2306,3,1,1,1,1,0,0,9,6,1,2
"695",2309,2,1,1,1,1,0,1,9,6,0,3
"696",2311,1,1,1,0,1,0,1,9,3,0,3
"697",2312,1,1,1,0,0,0,0,9,6,0,1
"698",2313,3,1,1,1,1,0,0,9,2,1,4
"699",2318,1,1,1,1,0,0,0,9,6,0,1
"700",2322,2,1,1,1,1,1,1,9,3,1,5
"701",2323,1,1,1,1,1,0,1,9,3,1,3
"702",2326,3,1,1,1,1,1,1,9,3,0,3
"703",2327,2,1,1,1,1,1,1,9,3,1,3
"704",2328,1,1,1,1,1,1,1,9,6,1,1
"705",2331,2,1,1,1,1,1,1,9,3,0,3
"706",2333,1,1,1,1,1,0,1,9,6,1,1
"707",2338,2,1,1,1,1,1,1,9,6,1,1
"708",2344,2,1,1,1,1,1,1,9,6,1,1
"709",2345,2,1,0,0,1,1,1,9,3,1,6
"710",2346,2,1,1,1,1,1,1,9,3,1,2
"711",2350,1,1,1,1,1,0,0,9,3,1,2
"712",2351,1,1,0,0,0,0,0,9,6,0,1
"713",2352,1,1,1,1,0,0,0,9,2,0,2
"714",2354,1,1,0,0,0,0,0,9,3,0,3
"715",2355,2,1,1,1,1,1,1,9,6,0,3
"716",2358,2,1,1,1,1,0,1,9,3,1,4
"717",2360,1,1,0,0,1,0,0,9,6,0,2
"718",2364,1,1,1,1,1,1,1,9,6,1,2
"719",2365,1,1,1,1,1,0,1,9,3,1,1
"720",2368,1,1,1,1,1,1,0,9,2,0,4
"721",2369,1,1,1,0,0,1,0,9,6,0,1
"722",2370,1,1,0,0,0,0,1,9,3,0,3
"723",2373,3,1,1,1,1,0,0,9,2,0,4
"724",2374,1,1,0,0,1,0,0,9,3,0,2
"725",2375,1,1,1,0,1,0,0,9,6,1,2
"726",2381,2,1,1,1,1,0,0,9,2,1,2
"727",2382,2,1,1,1,1,1,1,9,4,1,4
"728",2384,1,1,1,1,1,1,1,9,6,1,3
"729",2388,1,1,1,1,1,0,1,9,2,1,1
"730",2389,2,1,1,1,1,0,1,9,6,1,1
"731",2391,1,1,1,1,1,1,1,9,3,1,5
"732",2396,1,1,1,1,1,1,1,9,6,1,1
"733",2397,1,1,1,1,1,1,1,8,2,1,2
"734",2404,2,1,1,1,1,0,1,9,5,1,6
"735",2405,2,1,1,1,1,0,0,9,6,1,3
"736",2406,1,1,1,1,1,1,0,9,1,0,4
"737",2408,2,1,0,1,1,1,1,9,5,1,6
"738",2409,1,1,0,0,0,0,0,9,5,0,1
"739",2411,2,1,1,1,1,0,1,9,6,1,6
"740",2413,1,1,1,1,1,1,1,9,5,1,1
"741",2416,2,1,0,0,1,1,1,9,6,1,6
"742",2417,2,1,1,1,1,1,1,9,4,1,4
"743",2418,2,1,1,1,1,0,1,9,5,1,2
"744",2419,1,1,1,0,1,1,0,9,2,0,4
"745",2421,1,1,0,0,0,0,0,9,6,0,2
"746",2422,2,1,1,1,1,1,1,9,5,0,3
"747",2426,1,1,1,1,1,1,1,9,6,1,1
"748",2429,1,1,1,0,1,0,1,9,5,0,3
"749",2431,1,1,1,1,1,1,1,9,5,1,1
"750",2432,2,1,1,1,1,0,0,9,6,1,1
"751",2434,1,1,1,0,0,1,0,9,1,0,4
"752",2435,1,1,1,1,1,1,1,9,6,1,1
"753",2437,2,1,1,1,1,1,1,9,5,1,1
"754",2439,1,1,1,1,1,0,0,9,5,1,3
"755",2444,2,1,1,1,1,1,1,9,5,1,1
"756",2445,2,1,1,1,1,1,1,9,6,1,4
"757",2446,1,1,1,0,0,0,1,9,2,0,3
"758",2449,1,1,1,1,1,1,1,9,6,1,1
"759",2450,2,1,1,1,1,0,1,9,5,1,1
"760",2451,1,1,1,0,1,1,1,9,2,0,3
"761",2452,2,1,1,1,1,1,0,9,5,1,4
"762",2454,1,1,1,0,0,0,0,9,6,0,3
"763",2456,1,1,1,0,1,1,0,9,3,0,4
"764",2457,1,1,1,1,1,1,1,9,5,1,1
"765",2461,2,1,1,1,1,1,1,9,2,0,3
"766",2467,1,1,1,1,0,1,0,9,5,0,1
"767",2469,1,1,1,1,1,1,1,9,6,1,5
"768",2472,1,1,1,0,0,0,0,9,5,0,1
"769",2474,1,1,1,0,0,0,0,9,6,0,1
"770",2475,2,1,1,1,1,1,1,9,5,1,4
"771",2477,1,1,1,1,1,1,1,9,5,1,4
"772",2478,2,1,1,1,1,1,1,9,6,1,5
"773",2481,1,1,0,0,0,0,0,9,6,0,1
"774",2484,1,1,1,1,1,1,1,9,6,1,5
"775",2487,1,1,1,1,1,0,1,9,5,1,1
"776",2490,2,1,1,1,1,1,1,9,4,1,2
"777",2491,1,1,1,1,1,1,1,9,6,1,5
"778",2492,1,1,0,0,1,1,1,9,5,1,6
"779",2495,1,1,1,0,0,0,0,9,5,0,1
"780",2496,2,1,1,0,1,1,1,9,6,0,3
"781",2497,2,1,1,1,1,1,1,9,6,1,4
"782",2499,2,1,1,0,1,1,1,9,5,0,3
"783",2500,2,1,1,1,1,1,1,9,6,1,4
"784",2501,2,1,1,1,1,1,1,9,5,1,3
"785",2502,2,1,1,1,1,1,1,9,6,1,4
"786",2503,1,1,1,0,0,0,0,9,5,0,3
"787",2504,2,1,1,1,1,0,0,9,6,1,2
"788",2505,2,1,1,1,1,0,1,9,2,1,4
"789",2507,2,1,1,1,1,1,1,9,4,1,5
"790",2508,1,1,1,1,1,1,0,9,1,1,4
"791",2509,2,1,1,1,1,1,1,9,1,1,5
"792",2510,1,1,1,1,1,0,1,9,7,1,1
"793",2512,2,1,1,0,0,0,0,9,5,0,2
"794",2514,2,1,1,1,1,1,1,9,1,1,5
"795",2534,2,1,1,1,1,1,1,9,6,1,2
"796",2535,1,1,1,1,1,1,1,9,7,0,3
"797",2536,2,1,1,1,1,1,1,9,1,1,2
"798",2538,2,1,0,0,1,0,1,9,3,1,1
"799",2539,1,1,1,1,1,1,1,9,2,1,1
"800",2541,1,1,1,1,1,1,1,9,3,1,1
"801",2543,1,1,0,0,1,1,1,9,1,1,6
"802",2546,2,1,1,1,1,1,1,9,2,1,2
"803",2549,2,1,1,1,1,1,1,9,6,1,5
"804",2550,2,1,1,1,1,1,1,9,2,1,4
"805",2551,2,1,1,1,1,1,1,9,3,1,2
"806",2552,1,1,1,1,1,1,1,9,7,0,2
"807",2555,1,1,1,1,1,0,1,9,4,1,2
"808",2556,2,1,1,1,1,1,0,9,1,1,4
"809",2557,1,1,1,1,1,1,1,9,3,1,2
"810",2558,2,1,1,1,1,0,1,9,7,1,2
"811",2559,2,1,0,0,1,1,1,9,1,1,6
"812",2562,2,1,1,1,1,0,1,9,2,1,2
"813",2565,2,1,0,0,1,1,1,9,2,1,6
"814",2567,2,1,1,1,1,0,1,9,2,0,2
"815",2568,2,1,0,0,1,0,0,9,1,1,6
"816",2569,1,1,0,0,1,1,0,9,3,1,4
"817",2570,1,1,1,0,1,0,0,9,3,1,1
"818",2573,1,1,0,0,1,0,0,9,1,0,2
"819",2574,1,1,0,0,1,0,0,9,3,1,2
"820",2575,1,1,0,0,0,0,0,9,2,0,1
"821",2576,1,1,1,1,1,0,0,9,1,0,2
"822",2577,1,1,1,1,1,1,1,9,3,1,3
"823",2579,2,1,1,1,1,1,1,9,3,1,2
"824",2580,1,1,1,1,1,1,1,9,3,1,3
"825",2582,1,1,1,0,0,0,1,9,7,0,1
"826",2587,1,1,1,1,1,0,1,9,6,1,2
"827",2588,2,1,1,1,1,1,1,9,3,1,1
"828",2589,1,1,1,1,1,1,1,9,6,1,2
"829",2590,1,1,1,0,1,0,1,9,2,1,3
"830",2591,1,0,0,0,0,0,0,9,2,0,1
"831",2592,1,1,1,0,1,0,0,9,3,1,2
"832",2594,1,1,1,1,1,0,1,9,7,1,5
"833",2595,1,1,0,0,0,1,0,9,1,0,2
"834",2596,1,1,1,0,1,0,1,9,2,1,1
"835",2597,1,1,0,0,0,1,0,9,3,0,1
"836",2599,2,1,1,1,1,0,1,9,1,1,5
"837",2600,2,1,1,1,1,1,1,9,1,1,1
"838",2602,1,1,1,1,1,1,1,9,3,1,1
"839",2604,4,0,0,0,0,0,0,9,3,0,1
"840",2606,1,1,1,1,1,1,1,9,3,1,1
"841",2607,1,1,1,0,1,1,0,9,7,0,2
"842",2608,1,1,1,0,1,1,1,9,2,1,1
"843",2609,1,1,0,0,1,0,0,9,3,1,4
"844",2611,2,1,0,0,1,1,1,9,3,1,6
"845",2612,1,1,0,0,0,0,0,9,3,0,1
"846",2613,1,1,0,0,0,0,1,9,2,0,1
"847",2614,2,1,1,1,1,0,1,9,1,1,2
"848",2617,1,1,1,1,1,0,1,9,3,1,1
"849",2621,2,1,1,1,1,0,1,9,2,1,1
"850",2624,2,1,0,0,1,1,1,9,3,1,6
"851",2625,2,1,1,1,1,0,0,9,1,1,2
"852",2626,1,1,1,0,0,0,0,9,2,0,1
"853",2627,2,1,0,0,1,1,1,9,3,1,6
"854",2628,1,1,1,0,1,0,1,9,7,1,2
"855",2629,2,1,1,1,1,0,1,9,2,1,5
"856",2631,2,1,1,1,1,1,1,9,4,1,1
"857",2633,1,1,1,1,1,0,0,9,6,1,2
"858",2634,1,1,0,0,0,0,0,9,2,0,1
"859",2636,1,1,1,1,1,1,1,9,2,1,2
"860",2637,1,1,1,0,1,0,1,9,6,0,2
"861",2639,1,1,1,1,1,0,1,9,2,1,3
"862",2640,2,1,1,1,1,1,0,9,1,0,2
"863",2641,1,1,1,1,1,1,1,9,2,1,1
"864",2642,1,1,1,1,1,1,1,9,2,0,2
"865",2644,2,1,1,1,1,1,1,9,2,1,5
"866",2645,1,1,1,1,1,1,1,9,2,1,3
"867",2646,2,1,1,1,1,1,1,9,7,1,2
"868",2647,2,1,1,1,1,1,1,9,6,0,2
"869",2648,1,1,0,0,0,0,1,9,3,0,1
"870",2649,1,1,1,1,1,1,1,9,2,1,1
"871",2650,1,1,1,1,1,1,1,9,2,1,3
"872",2651,1,1,1,0,1,1,0,9,3,0,2
"873",2652,1,1,1,1,1,1,1,9,7,1,2
"874",2653,2,1,1,1,1,1,1,9,3,1,2
"875",2654,1,1,1,0,0,0,0,9,5,0,2
"876",2655,2,1,1,1,1,1,1,9,2,1,5
"877",2657,1,1,0,0,1,0,0,9,2,0,1
"878",2658,1,0,0,0,0,0,0,9,2,0,2
"879",2659,1,1,1,1,1,1,1,9,6,1,5
"880",2661,2,1,1,1,1,0,1,9,3,1,1
"881",2663,3,1,1,1,1,1,0,9,2,1,4
"882",2664,2,1,1,1,1,1,1,9,6,1,5
"883",2665,2,1,1,0,1,1,0,9,2,1,4
"884",2666,2,1,1,1,1,0,1,9,3,1,1
"885",2668,1,1,1,0,0,1,0,9,2,0,1
"886",2669,1,1,1,0,0,0,0,9,3,0,1
"887",2670,2,1,1,1,1,1,1,9,2,0,2
"888",2671,2,1,0,0,1,1,1,9,2,1,6
"889",2672,1,1,0,0,0,0,0,9,2,0,2
"890",2673,2,1,1,1,1,0,1,9,2,0,1
"891",2674,2,1,1,1,1,1,1,9,2,1,4
"892",2676,2,1,1,1,1,1,1,9,6,1,5
"893",2677,1,1,1,0,1,0,0,9,2,0,2
"894",2678,1,1,1,0,1,0,1,9,2,1,2
"895",2679,1,1,1,0,0,1,0,9,6,0,2
"896",2681,2,1,1,1,1,1,1,9,2,1,2
"897",2682,1,1,0,0,0,0,0,9,2,0,1
"898",2683,1,1,1,1,1,0,0,9,2,0,2
"899",2686,2,1,1,1,1,0,0,9,3,0,2
"900",2687,1,1,1,1,1,1,0,9,7,1,2
"901",2690,2,1,1,1,1,0,0,9,1,0,2
"902",2691,2,1,1,1,1,1,1,9,2,1,2
"903",2692,2,1,1,1,1,1,1,9,2,1,5
"904",2694,1,1,1,1,1,0,0,9,1,1,2
"905",2696,2,1,0,0,1,0,0,9,3,0,1
"906",2697,1,1,1,0,0,0,0,9,2,0,1
"907",2698,1,1,1,1,1,1,1,9,4,1,2
"908",2699,2,1,1,1,1,0,0,9,2,1,2
"909",2700,2,1,0,1,1,0,0,9,2,0,2
"910",2705,1,0,0,0,0,0,1,9,2,0,1
"911",2706,1,1,0,0,0,0,0,9,3,0,1
"912",2707,1,1,1,1,1,1,1,9,2,1,1
"913",2708,1,1,1,0,1,0,1,9,6,1,2
"914",2709,1,1,1,1,1,0,1,9,2,1,2
"915",2710,2,1,0,0,1,1,1,9,2,1,6
"916",2713,1,1,1,0,1,0,1,9,2,1,2
"917",2714,1,1,1,1,1,1,1,9,2,1,5
"918",2716,1,1,1,0,0,0,0,9,3,0,1
"919",2718,2,1,1,1,1,1,0,9,7,0,2
"920",2719,1,1,0,0,0,1,0,9,2,0,1
"921",2723,1,1,1,0,0,0,0,9,3,0,1
"922",2725,2,1,1,1,1,1,1,9,5,1,2
"923",2726,1,1,1,1,1,1,1,9,7,1,2
"924",2727,1,1,1,1,1,1,1,9,7,0,3
"925",2729,2,1,1,1,1,1,1,9,7,1,3
"926",2731,1,1,1,1,1,1,1,9,5,1,3
"927",2733,1,1,1,0,1,1,1,9,3,1,1
"928",2735,1,1,1,0,0,0,0,9,2,0,1
"929",2736,2,1,1,1,1,1,1,9,7,0,2
"930",2737,1,1,1,0,0,0,0,9,3,1,1
"931",2738,1,1,1,1,1,1,1,9,4,0,2
"932",2739,3,1,1,1,1,1,1,9,7,1,3
"933",2740,2,1,1,1,1,1,1,9,5,1,3
"934",2741,1,1,1,1,1,0,1,9,2,1,1
"935",2743,1,1,1,1,1,1,1,9,6,1,4
"936",2745,1,1,1,1,1,1,1,9,2,0,2
"937",2749,2,1,1,1,1,1,1,9,6,1,2
"938",2750,1,1,1,1,1,1,1,9,7,1,5
"939",2751,1,1,1,0,0,0,0,9,5,1,2
"940",2752,2,1,1,1,1,1,1,9,1,1,5
"941",2757,1,1,1,1,1,0,1,9,7,1,1
"942",2759,1,1,0,0,1,0,0,9,7,0,2
"943",2761,1,1,1,1,1,1,1,9,1,1,3
"944",2765,1,1,1,1,1,0,1,9,7,1,3
"945",2766,1,1,1,1,1,0,1,9,5,0,2
"946",2767,1,1,1,1,1,1,1,9,7,1,1
"947",2770,2,1,1,1,1,1,1,9,2,1,3
"948",2772,2,1,1,1,1,1,1,9,7,1,5
"949",2775,2,1,1,1,1,0,1,9,5,0,2
"950",2776,1,1,1,0,0,0,0,9,7,1,2
"951",2777,2,1,1,1,1,0,0,9,1,0,2
"952",2780,1,1,1,1,1,0,1,9,7,1,3
"953",2781,1,1,1,1,1,0,0,9,6,0,2
"954",2782,1,1,1,1,1,0,1,9,5,0,2
"955",2785,1,1,1,1,1,1,1,9,6,0,2
"956",2786,2,1,0,0,1,0,1,9,1,0,1
"957",2787,2,1,1,1,1,1,1,9,6,1,2
"958",2789,1,1,1,1,1,1,1,9,7,1,3
"959",2791,2,1,0,0,1,0,1,9,1,0,1
"960",2793,2,1,1,1,1,1,1,9,1,1,5
"961",2799,2,1,1,1,1,1,1,9,7,1,5
"962",2801,2,1,1,1,1,1,1,9,1,1,5
"963",2804,2,1,1,1,1,0,1,9,6,1,3
"964",2807,1,1,1,1,1,0,1,9,7,1,5
"965",2809,1,1,1,1,1,1,1,9,7,1,3
"966",2810,1,1,1,0,1,0,1,9,1,1,2
"967",2811,2,1,1,1,1,0,1,9,6,0,3
"968",2813,1,1,1,1,1,1,1,9,1,1,3
"969",2815,1,0,0,0,0,0,0,9,7,0,2
"970",2816,1,1,1,1,1,1,1,9,7,1,4
"971",2819,2,1,1,1,1,1,1,9,5,1,5
"972",2821,1,1,1,0,0,0,0,9,1,0,1
"973",2822,1,1,1,1,1,1,1,9,6,1,2
"974",2823,2,1,1,1,1,0,1,9,7,1,1
"975",2824,1,1,0,0,1,1,1,9,1,1,1
"976",2825,1,1,0,0,0,0,0,9,7,0,1
"977",2828,1,1,1,0,1,1,0,9,5,0,2
"978",2830,1,1,1,0,1,0,0,9,1,1,3
"979",2832,2,1,1,1,1,0,1,9,5,0,2
"980",2833,1,1,1,1,1,1,1,9,1,1,3
"981",2837,1,1,1,1,1,0,1,9,5,1,2
"982",2839,2,1,1,1,1,0,1,9,1,1,5
"983",2841,2,1,1,1,1,0,0,9,6,0,2
"984",2842,1,1,1,0,0,0,0,9,7,0,1
"985",2843,1,1,1,0,1,1,1,9,1,1,1
"986",2844,1,1,1,1,1,0,1,9,6,1,2
"987",2845,1,1,0,0,0,0,0,9,5,0,2
"988",2846,1,1,1,1,1,1,1,9,1,1,4
"989",2849,1,1,1,1,1,1,1,9,6,0,2
"990",2850,2,1,1,1,1,1,1,9,5,1,2
"991",2852,1,1,1,1,1,1,1,9,6,1,3
"992",2858,2,1,1,1,1,0,1,9,4,0,2
"993",2860,2,1,1,1,1,0,1,9,6,1,2
"994",2861,1,1,1,1,1,0,1,9,5,1,2
"995",2862,2,1,1,1,1,1,1,9,6,1,5
"996",2863,2,1,1,1,1,1,1,9,5,0,2
"997",2866,1,1,1,1,1,0,1,9,5,1,1
"998",2868,1,1,0,0,1,0,0,9,5,0,2
"999",2869,1,1,1,1,1,1,1,9,2,1,2
"1000",2870,2,1,1,1,1,1,1,9,4,1,2
"1001",2871,2,1,1,1,1,1,1,9,2,1,2
"1002",2872,1,1,1,1,1,0,1,9,5,1,2
"1003",2875,1,1,0,0,0,0,0,9,1,0,2
