DIRECTORIO,SECUENCIA_P,ORDEN,P1165,P1164,P1178,P1178S1,P1163_1,P1163S1,P1163_2,P1163S2,P1163_3,P1163S3,P1163_4,P1163S4,P1162S1,P1162S1A1,P1162S1A2,P1162S2,P1162S2A1,P1162S2A2,P1162S3,P1162S3A1,P1162S3A2,P1162S4,P1162S4A1,P1162S4A2,P1162S5,P1162S5A1,P1162S5A2,P1162S6,P1162S6A1,P1162S6A2,F_EXP
4084,1,4,2,,,,1,24,,,,,,,1,2,0,1,3,0,1,10,0,,,,1,1,0,1,2,30,209.50301812
4098,1,3,2,,,,1,24,,,,,,,1,5,0,1,6,0,1,10,0,,,,,,,,,,572.3142638
4099,1,6,2,,,,1,24,,,,,,,,,,,,,1,17,0,,,,,,,,,,192.31858747
4105,1,4,2,,,,1,24,,,,,,,1,8,0,1,6,0,1,10,0,,,,,,,,,,914.93706837
4105,1,5,2,,,,1,24,,,,,,,1,6,0,1,8,0,1,10,0,,,,,,,,,,914.93706837
4118,1,3,2,,,,1,24,,,,,,,1,5,0,1,7,0,1,9,0,1,3,0,,,,,,,17.15988266
4118,1,4,2,,,,1,24,,,,,,,1,2,0,1,12,0,1,10,0,,,,,,,,,,17.15988266
4142,1,4,1,2,2,,1,24,,,,,,,1,1,0,1,2,0,1,8,0,1,1,0,,,,,,,598.82009063
4147,1,5,2,,,,1,24,,,,,,,1,1,0,1,6,0,1,13,0,1,1,0,1,1,0,,,,675.69047187
4163,1,3,2,,,,1,24,,,,,,,1,4,0,1,8,0,1,12,0,,,,,,,,,,13.344940729
4167,1,4,2,,,,1,24,,,,,,,1,6,0,1,6,0,1,12,0,,,,,,,,,,13.449790658
4171,1,4,2,,,,1,24,,,,,,,,,,1,12,0,1,1,0,,,,,,,,,,243.55511094
4177,1,3,2,,,,1,16,1,8,,,,,1,7,20,1,6,0,1,10,0,,,,,,,,,,84.910781633
4180,1,3,2,,,,1,6,1,5,,,,,,,,1,2,15,1,9,40,,,,,,,,,,194.71498847
4185,1,4,2,,,,1,14,,,,,,,1,3,0,1,6,0,1,10,0,,,,,,,,,,705.80042313
4201,1,3,1,3,2,,1,24,,,,,,,1,6,0,,,,1,12,0,,,,,,,,,,241.70284564
4201,1,4,2,,,,1,24,,,,,,,1,4,0,,,,1,14,0,,,,,,,,,,241.70284564
4201,1,5,2,,,,1,24,,,,,,,1,4,0,,,,1,12,0,,,,,,,,,,241.70284564
4222,1,3,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,11,0,,,,,,,,,,127.23655285
4228,1,3,2,,,,1,24,,,,,,,1,1,0,,,,1,9,0,,,,,,,,,,211.70600187
4240,1,4,1,5,2,,1,24,,,,,,,1,4,0,1,3,0,1,12,0,1,1,0,1,2,0,,,,455.2412858
4242,1,5,1,5,2,,1,24,,,,,,,1,4,0,1,2,0,1,10,0,,,,,,,,,,128.04795614
4249,1,5,2,,,,1,24,,,,,,,1,7,0,1,5,0,1,12,0,,,,,,,,,,228.20520176
4254,1,4,1,2,2,,1,20,,,,,,,1,1,0,1,3,0,1,2,0,,,,,,,,,,327.66720663
4254,1,5,2,,,,1,24,,,,,,,,,,1,2,0,1,2,0,,,,,,,,,,327.66720663
4258,1,4,1,3,1,1,1,23,,,,,,,1,0,40,1,0,30,1,9,0,1,0,30,,,,,,,317.34571676
4268,1,4,2,,,,1,24,,,,,,,1,1,0,1,5,0,1,10,0,,,,,,,1,1,0,2605.1401295
4275,1,5,1,4,2,,1,24,,,,,,,1,3,0,1,2,0,1,8,0,,,,,,,,,,257.61653669
4299,1,4,2,,,,1,23,1,1,,,,,1,2,0,1,3,0,1,12,30,1,2,0,1,2,0,,,,547.8003807
4314,1,4,2,,,,1,22,,,,,1,2,1,0,30,1,4,0,,,,1,1,0,,,,,,,726.19872813
4327,1,4,2,,,,1,24,,,,,,,,,,,,,1,9,0,,,,,,,,,,635.0662372
4337,1,3,2,,,,1,24,,,,,,,,,,1,3,0,1,9,0,,,,,,,,,,605.21852043
4337,1,4,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,9,0,,,,,,,,,,605.21852043
4367,1,3,2,,,,1,24,,,,,,,,,,1,11,0,1,13,0,,,,,,,,,,385.97170763
4372,1,6,1,1,1,4,1,24,,,,,,,1,2,0,1,5,0,1,9,0,1,1,0,,,,,,,266.30507187
4374,1,3,2,,,,1,24,,,,,,,1,8,0,1,6,0,1,10,0,,,,,,,,,,476.01284047
4374,1,4,2,,,,1,24,,,,,,,1,7,0,1,7,0,1,10,0,,,,,,,,,,476.01284047
4389,1,4,2,,,,1,24,,,,,,,1,1,0,1,10,0,1,13,0,,,,,,,,,,259.52785962
4391,1,4,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,9,30,1,0,30,,,,,,,151.35483833
4392,1,4,2,,,,1,24,,,,,,,1,0,30,1,5,0,1,12,0,,,,,,,,,,365.6380927
4399,1,4,2,,,,1,11,1,8,,,,,,,,1,2,0,1,4,0,,,,,,,,,,20.895433894
4404,1,6,1,1,2,,1,24,,,,,,,,,,1,6,0,1,10,0,,,,1,2,0,,,,124.63950756
4413,1,4,2,,,,1,24,,,,,,,1,3,0,1,5,0,1,12,0,,,,,,,,,,434.58522943
4419,1,3,2,,,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,1087.2466103
4421,1,4,2,,,,1,24,,,,,,,1,0,30,1,5,0,1,12,0,,,,,,,,,,394.46497277
4424,2,2,2,,,,1,24,,,,,,,,,,1,2,0,1,11,0,1,1,0,,,,,,,195.79399053
4444,1,6,2,,,,1,24,,,,,,,1,3,0,1,10,0,1,11,0,,,,,,,,,,1166.5487529
4449,1,3,2,,,,1,24,,,,,,,1,2,0,1,1,0,1,10,0,1,1,0,,,,,,,782.48037693
4479,1,5,2,,,,1,24,,,,,,,1,2,0,1,2,0,1,10,0,,,,,,,,,,1057.4757652
4512,1,5,2,,,,1,24,,,,,,,,,,1,3,0,1,13,0,,,,,,,,,,225.54751906
4522,1,8,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,21.426457575
4522,2,4,2,,,,1,24,,,,,,,1,6,0,1,12,0,,,,1,6,0,,,,,,,21.426457575
4538,1,6,2,,,,1,24,,,,,,,1,8,0,1,4,0,1,10,0,,,,,,,,,,501.9517133
4552,1,6,2,,,,1,24,,,,,,,1,4,0,1,3,0,1,8,0,1,2,0,,,,,,,333.424186
4564,1,3,2,,,,1,24,,,,,,,1,2,0,1,8,0,,,,1,0,20,,,,,,,442.41013667
4577,1,3,2,,,,1,24,,,,,,,1,5,0,1,8,0,1,11,0,,,,,,,,,,743.85056723
4577,1,4,2,,,,1,24,,,,,,,,,,1,8,0,1,16,0,,,,,,,,,,743.85056723
4580,1,4,2,,,,,,1,10,,,,,,,,,,,1,7,0,,,,,,,,,,184.17683981
4588,1,2,1,1,1,1,1,24,,,,,,,1,5,0,1,3,0,1,9,0,1,1,0,,,,,,,309.32965222
4594,1,5,2,,,,1,24,,,,,,,,,,1,3,0,1,10,0,,,,,,,,,,527.04081963
4597,1,4,2,,,,1,24,,,,,,,,,,1,11,0,1,10,0,1,0,30,1,2,30,,,,325.41994308
4603,1,3,1,3,2,,1,24,,,,,,,1,5,0,1,12,0,1,8,0,,,,,,,,,,362.71725223
4605,1,4,2,,,,1,24,,,,,,,1,1,0,1,8,0,1,9,0,1,1,0,,,,,,,433.88500987
4607,1,3,1,2,2,,1,24,,,,,,,1,2,0,1,5,0,1,7,0,,,,,,,,,,339.0147825
4612,1,2,1,1,2,,1,24,,,,,,,1,4,0,1,5,0,,,,,,,,,,,,,347.26932857
4615,1,5,2,,,,1,24,,,,,,,1,4,0,1,8,0,1,12,0,,,,,,,,,,13.353519019
4618,1,7,1,4,2,,,,1,9,,,,,1,2,0,1,5,0,1,9,0,,,,,,,,,,381.27499327
4631,1,4,2,,,,1,24,,,,,,,1,4,0,1,5,0,1,8,0,1,1,0,,,,,,,512.75688753
4637,1,4,2,,,,1,24,,,,,,,,,,1,3,0,1,14,0,,,,,,,,,,512.75688753
4641,1,5,2,,,,1,24,,,,,,,1,3,0,1,6,0,1,12,0,1,2,0,1,1,0,,,,1553.6696779
4641,1,6,2,,,,1,24,,,,,,,1,3,0,1,6,0,1,12,0,1,2,0,1,1,0,,,,1553.6696779
4641,1,7,2,,,,1,24,,,,,,,,,,,,,1,24,0,,,,,,,,,,1553.6696779
4643,1,5,1,3,2,,1,24,,,,,,,1,2,30,1,5,0,1,11,0,,,,,,,,,,568.93291003
4647,1,2,1,2,1,2,1,24,,,,,,,1,2,0,1,6,0,1,10,0,,,,,,,1,2,0,389.79749337
4650,1,4,2,,,,1,24,,,,,,,1,5,0,1,3,0,1,10,0,,,,,,,,,,302.60415182
4683,1,5,2,,,,1,24,,,,,,,1,3,0,,,,1,5,0,,,,,,,,,,390.8795529
4695,1,4,2,,,,1,24,,,,,,,1,3,56,1,5,0,1,15,0,,,,,,,,,,59.174354537
4698,1,4,1,3,1,2,1,24,,,,,,,1,5,0,1,5,0,1,12,0,1,2,0,,,,,,,203.77811103
4704,1,4,2,,,,1,24,,,,,,,1,3,0,1,4,0,1,13,0,1,2,0,,,,,,,485.2643653
4705,1,6,1,1,1,2,1,24,,,,,,,1,1,0,1,7,0,1,12,0,1,2,0,,,,,,,479.60235423
4718,1,2,2,,,,1,24,,,,,,,1,6,0,1,1,0,1,10,0,1,0,30,,,,,,,521.60544023
4733,1,3,2,,,,1,24,,,,,,,1,5,0,1,7,0,1,12,0,,,,,,,,,,245.13273095
4735,1,6,2,,,,1,24,,,,,,,1,3,0,1,3,0,,,,,,,,,,,,,800.16481693
4751,1,4,1,3,2,,1,24,,,,,,,1,2,0,1,8,0,1,1,0,1,1,0,,,,,,,375.2629389
4767,1,5,2,,,,1,24,,,,,,,1,4,0,1,6,0,1,8,0,1,1,0,,,,,,,378.47376597
4777,1,5,1,2,2,,1,20,,,,,,,,,,1,2,0,1,1,0,,,,,,,,,,276.83896534
4785,1,3,2,,,,1,20,1,4,,,,,1,0,30,1,1,0,1,14,0,1,1,0,,,,,,,233.31754229
4798,1,4,1,2,1,10,1,24,,,,,,,1,4,0,1,5,0,1,9,0,,,,,,,,,,224.8593219
4801,1,4,2,,,,1,24,,,,,,,1,0,30,1,2,0,1,12,0,,,,,,,,,,479.079572
4806,1,3,2,,,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,207.65425389
4810,1,2,2,,,,1,24,,,,,,,1,8,0,1,6,0,1,10,0,,,,,,,,,,782.65164333
4811,1,2,2,,,,1,24,,,,,,,1,7,0,1,3,0,1,14,0,,,,,,,,,,1099.5011651
4813,1,5,1,3,2,,1,20,1,4,,,,,1,5,0,1,6,0,1,10,0,,,,1,3,0,,,,418.1026696
4818,1,5,2,,,,1,24,,,,,,,,,,1,6,0,1,10,0,,,,,,,,,,2207.0194782
4829,1,4,1,5,2,,1,24,,,,,,,,,,1,14,0,1,10,0,1,1,0,,,,,,,57.704368997
4835,1,3,2,,,,1,23,,,,,,,1,4,0,1,4,0,1,12,0,,,,,,,,,,188.92200347
4844,1,4,2,,,,1,24,,,,,,,1,0,30,1,2,0,1,1,30,,,,,,,,,,714.6882474
4853,1,3,2,,,,1,14,,,,,,,,,,1,2,0,1,10,0,,,,,,,,,,346.7972215
4861,1,6,2,,,,1,24,,,,,,,1,5,30,1,4,0,1,10,0,,,,,,,,,,517.96491327
4864,1,3,2,,,,1,24,,,,,,,,,,,,,1,10,0,,,,,,,,,,308.44309242
4876,1,4,2,,,,1,24,,,,,,,,,,,,,1,10,0,,,,,,,,,,183.7647187
4878,1,4,2,,,,1,24,,,,,,,1,2,0,1,6,0,1,12,0,,,,,,,,,,412.96358303
4886,1,2,1,1,2,,1,24,,,,,,,1,2,0,1,6,0,1,12,0,1,1,0,,,,,,,658.65754363
4886,1,3,1,1,2,,1,24,,,,,,,1,1,0,1,5,0,1,15,0,,,,,,,,,,658.65754363
4894,1,2,1,1,2,,1,24,,,,,,,1,2,0,1,3,0,1,9,0,1,0,30,,,,,,,527.8427325
4898,1,4,2,,,,1,24,,,,,,,1,1,0,1,1,0,1,12,0,,,,,,,,,,147.15797479
4901,1,3,1,3,1,4,1,24,,,,,,,1,3,0,1,3,0,1,12,0,1,2,0,,,,,,,351.72505673
4901,1,4,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,351.72505673
4903,1,5,2,,,,1,24,,,,,,,,,,1,14,0,1,10,0,,,,,,,,,,255.91860033
4916,1,5,2,,,,1,24,,,,,,,1,2,0,1,7,0,1,15,0,,,,,,,,,,565.82079857
4928,1,4,2,,,,1,24,,,,,,,1,4,0,1,10,0,1,10,0,,,,,,,,,,535.24504333
4928,1,5,2,,,,1,24,,,,,,,1,1,0,1,10,0,1,13,0,,,,,,,,,,535.24504333
4961,1,3,2,,,,1,24,,,,,,,1,4,0,1,6,0,1,10,0,1,3,0,,,,,,,297.98553137
4963,1,5,1,1,2,,1,24,,,,,,,1,6,0,1,3,0,1,10,0,,,,,,,,,,252.81242828
4985,1,3,2,,,,1,24,,,,,,,,,,,,,1,9,0,,,,,,,,,,924.7529247
4987,1,4,2,,,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,645.13632483
4989,1,4,2,,,,1,24,,,,,,,1,4,0,1,5,0,1,10,0,,,,,,,,,,434.58522943
4999,1,4,2,,,,1,24,,,,,,,,,,1,2,0,1,3,0,,,,,,,,,,232.73599783
5007,1,5,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,375.03028473
5018,1,5,1,3,2,,1,24,,,,,,,,,,1,10,0,1,12,0,1,2,0,,,,,,,389.32055047
5033,1,3,1,5,2,,1,24,,,,,,,1,5,0,1,2,0,1,10,0,1,0,30,,,,,,,227.90271442
5035,1,5,2,,,,1,24,,,,,,,1,4,0,1,10,0,1,10,0,,,,,,,,,,439.836463
5035,1,6,2,,,,1,24,,,,,,,1,4,0,1,10,0,1,10,0,,,,,,,,,,439.836463
5042,1,5,2,,,,1,24,,,,,,,1,1,0,1,9,0,1,13,0,,,,1,1,0,,,,345.15139963
5062,1,3,1,5,2,,,,1,4,,,,,,,,1,4,0,,,,,,,,,,,,,558.97500927
5079,1,4,2,,,,1,24,,,,,,,1,8,0,1,6,0,1,10,0,,,,,,,,,,1037.4396881
5079,1,5,2,,,,1,24,,,,,,,1,3,0,1,5,0,1,16,0,,,,,,,,,,1037.4396881
5079,1,6,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,19,0,,,,,,,,,,1037.4396881
5082,1,4,2,,,,1,24,,,,,,,1,6,0,1,4,0,1,10,30,,,,,,,,,,313.65487145
5083,1,7,2,,,,1,24,,,,,,,,,,1,5,0,1,10,0,,,,,,,,,,333.4257099
5097,1,6,1,3,2,,1,24,,,,,,,,,,1,9,0,1,11,0,1,3,0,1,1,0,,,,701.8019174
5097,1,8,1,3,2,,1,24,,,,,,,,,,1,8,0,1,13,0,1,3,0,,,,,,,701.8019174
5097,1,11,1,3,2,,1,24,,,,,,,,,,1,6,0,1,14,0,1,4,0,,,,,,,701.8019174
5109,1,4,2,,,,1,24,,,,,,,,,,,,,1,8,0,,,,,,,,,,248.49429461
5112,1,5,1,2,2,,1,24,,,,,,,1,3,0,1,6,0,1,10,0,1,3,0,,,,,,,1601.1146267
5113,1,4,1,2,2,,1,24,,,,,,,1,4,0,1,10,0,1,10,0,,,,,,,,,,375.99478543
5133,1,4,2,,,,1,24,,,,,,,1,6,0,1,6,0,1,10,0,1,1,0,,,,,,,261.34428186
5142,1,4,2,,,,1,24,,,,,,,,,,1,4,0,1,12,0,,,,,,,,,,164.74966996
5144,1,4,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,8,0,,,,1,2,0,,,,69.019168033
5150,1,4,2,,,,1,24,,,,,,,1,1,0,1,8,0,1,15,0,,,,,,,,,,513.2015378
5153,1,3,1,2,2,,1,24,,,,,,,1,3,0,1,4,0,,,,1,1,30,,,,,,,271.52126548
5161,1,4,1,1,2,,1,24,,,,,,,,,,1,3,0,1,10,0,1,2,0,,,,,,,674.9788976
5161,1,5,2,,,,1,24,,,,,,,,,,,,,1,16,0,,,,,,,,,,674.9788976
5175,1,3,1,2,2,,1,20,1,3,,,,,1,5,0,1,3,0,1,12,0,1,1,30,1,0,30,,,,451.8677643
5180,1,5,1,3,2,,1,24,,,,,,,,,,1,3,0,1,12,0,1,3,0,,,,,,,533.1506382
5181,1,10,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,8,0,,,,1,1,0,,,,58.788758037
5194,1,4,2,,,,1,24,,,,,,,1,4,0,1,8,0,1,10,0,1,2,0,,,,,,,950.2341788
5200,1,3,1,5,2,,1,24,,,,,,,1,3,0,1,2,0,1,6,0,,,,,,,,,,64.395017453
5204,1,5,1,3,2,,1,24,,,,,,,1,1,0,1,3,0,1,8,0,1,2,0,,,,,,,503.55072187
5211,1,4,2,,,,1,24,,,,,,,,,,,,,1,7,0,,,,,,,,,,278.05374665
5220,1,4,2,,,,1,24,,,,,,,,,,1,0,30,1,3,0,,,,,,,,,,134.64921141
5230,1,3,2,,,,1,24,,,,,,,,,,1,5,0,1,13,0,,,,,,,,,,411.93592977
5233,1,7,2,,,,1,16,1,8,,,,,,,,,,,1,17,0,,,,,,,,,,256.59796284
5248,1,3,2,,,,1,22,1,2,,,,,1,4,0,1,7,0,1,11,0,1,1,0,1,1,0,,,,451.7989539
5261,1,4,2,,,,1,24,,,,,,,1,5,0,1,8,0,1,10,0,1,1,0,,,,,,,834.89920607
5279,1,4,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,8,0,1,1,0,1,0,30,,,,173.68199866
5300,1,4,2,,,,1,16,,,,,,,1,1,0,1,3,0,1,12,0,,,,,,,,,,389.382651
5309,1,3,2,,,,1,24,,,,,,,1,2,0,1,4,0,,,,1,0,45,,,,,,,258.28319578
5326,1,4,2,,,,1,24,,,,,,,1,3,0,1,6,0,1,11,0,1,2,0,,,,,,,573.4318946
5363,1,3,2,,,,1,24,,,,,,,,,,,,,1,24,0,,,,,,,,,,15.898392694
5374,1,3,1,1,2,,1,24,,,,,,,1,4,0,1,3,0,1,11,0,,,,,,,,,,442.62149703
5378,1,3,1,5,2,,1,24,,,,,,,1,4,0,1,3,0,1,12,0,1,2,0,,,,,,,396.13261403
5379,1,5,2,,,,1,24,,,,,,,1,2,0,1,6,0,1,10,0,1,1,30,,,,,,,165.88919956
5380,1,3,2,,,,1,24,,,,,,,1,5,0,1,2,0,1,2,0,,,,,,,,,,418.61275327
5403,2,3,2,,,,1,24,,,,,,,,,,1,3,0,1,10,0,1,1,0,,,,,,,543.70183327
5412,1,10,1,1,2,,1,24,,,,,,,1,1,0,1,12,0,1,8,0,1,0,40,,,,,,,196.92578057
5425,1,4,2,,,,1,24,,,,,,,,,,,,,1,20,0,,,,,,,,,,477.44414667
5434,1,2,1,1,2,,1,24,,,,,,,1,6,0,1,4,0,,,,,,,,,,,,,599.1745257
5434,1,3,1,1,2,,1,15,,,,,,,,,,1,10,0,1,3,0,,,,,,,,,,599.1745257
5439,1,5,2,,,,1,24,,,,,,,1,2,0,1,3,0,1,1,30,,,,,,,,,,327.54126759
5441,1,4,2,,,,1,24,,,,,,,1,3,0,1,1,0,1,12,0,1,0,30,,,,,,,484.35134247
5450,1,4,2,,,,1,24,,,,,,,1,1,0,1,1,0,1,9,0,,,,,,,,,,127.73486023
5480,1,5,2,,,,1,24,,,,,,,1,1,0,1,1,0,1,10,0,,,,,,,,,,671.50284567
5487,1,2,2,,,,1,24,,,,,,,1,3,0,1,5,0,1,13,0,1,3,0,,,,,,,84.738866057
5522,1,4,2,,,,1,24,,,,,,,1,6,0,1,6,0,,,,,,,,,,,,,201.06537816
5533,1,4,2,,,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,11.089891772
5539,1,3,2,,,,1,24,,,,,,,,,,1,6,0,1,10,0,1,2,0,,,,,,,395.30021823
5549,1,4,2,,,,1,24,,,,,,,1,1,0,1,6,0,1,17,0,,,,,,,,,,737.03244897
5550,1,3,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,415.44559087
5555,1,3,2,,,,1,24,,,,,,,1,0,40,1,2,0,1,6,0,1,0,30,,,,,,,56.68242299
5559,1,3,2,,,,1,8,1,7,,,,,1,2,0,1,3,0,1,4,0,,,,,,,,,,13.48170725
5590,1,5,1,5,2,,1,24,,,,,,,1,0,45,,,,1,10,0,1,1,0,,,,,,,569.56407703
5604,1,6,2,,,,1,24,,,,,,,1,1,0,1,4,0,,,,,,,,,,,,,219.21563339
5613,1,3,2,,,,1,24,,,,,,,,,,1,8,0,1,14,0,1,2,0,,,,,,,518.1863788
5619,1,4,1,1,2,,1,24,,,,,,,1,4,0,1,3,0,1,10,0,,,,,,,,,,605.51303237
5625,1,3,2,,,,1,24,,,,,,,1,4,0,1,8,0,1,10,0,1,2,0,,,,,,,10.853068639
5628,2,5,2,,,,1,24,,,,,,,,,,1,8,0,,,,,,,,,,,,,167.62276448
5644,1,2,2,,,,,,1,12,,,,,,,,,,,1,10,0,,,,,,,,,,369.98579427
5650,1,4,2,,,,1,24,,,,,,,,,,1,1,30,1,10,0,,,,,,,,,,445.75190283
5656,1,3,1,1,2,,1,24,,,,,,,1,2,0,1,12,0,1,12,0,1,2,0,,,,,,,306.82676259
5668,1,3,2,,,,1,24,,,,,,,1,5,0,1,7,0,1,12,0,,,,,,,,,,174.12789953
5675,1,8,2,,,,1,8,,,,,,,1,0,30,,,,1,15,0,,,,,,,,,,632.66917563
5688,1,3,1,2,2,,1,24,,,,,,,,,,1,4,0,1,2,0,,,,,,,,,,396.35897857
5688,1,4,1,2,2,,1,24,,,,,,,,,,1,4,0,1,12,0,,,,,,,,,,396.35897857
5688,1,5,2,,,,1,24,,,,,,,,,,,,,1,15,0,,,,,,,,,,396.35897857
5712,1,7,2,,,,1,24,,,,,,,1,5,0,1,5,0,1,9,0,1,0,30,,,,,,,444.8135177
5720,1,4,1,5,1,1,1,12,,,,,,,1,2,0,1,12,0,1,10,0,1,1,0,1,1,0,,,,122.74276634
5726,1,5,1,1,2,,1,24,,,,,,,,,,1,3,0,,,,,,,,,,,,,470.81959153
5728,1,4,2,,,,1,24,,,,,,,1,4,0,1,8,0,1,10,0,1,0,30,,,,,,,257.44010598
5735,1,4,2,,,,1,24,,,,,,,,,,1,10,0,,,,,,,,,,,,,143.87636164
5738,1,4,2,,,,1,9,1,5,,,,,1,2,0,1,2,0,1,5,0,1,1,0,,,,,,,10.198000535
5740,1,6,1,1,2,,1,24,,,,,,,1,0,30,,,,,,,,,,,,,,,,114.46709731
5742,1,3,2,,,,1,22,,,,,1,2,1,5,0,1,3,0,1,12,0,1,2,0,,,,,,,215.95274371
5746,1,5,1,1,2,,1,24,,,,,,,1,0,10,,,,,,,,,,,,,,,,120.33486768
5764,1,5,2,,,,,,1,6,,,,,1,3,0,1,6,0,1,9,0,1,0,30,,,,,,,447.21912957
5773,1,3,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,140.85929556
5779,1,11,1,1,2,,1,24,,,,,,,1,5,0,1,6,0,1,12,0,,,,,,,,,,429.2260248
5781,1,3,2,,,,1,24,,,,,,,1,8,0,1,6,0,1,10,0,,,,,,,,,,1202.461881
5781,1,4,2,,,,1,24,,,,,,,1,5,0,1,8,0,1,11,0,,,,,,,,,,1202.461881
5783,1,4,2,,,,1,24,,,,,,,1,8,0,1,6,0,1,10,0,,,,,,,,,,660.5550889
5798,1,4,2,,,,1,24,,,,,,,1,5,0,1,8,0,1,11,0,,,,,,,,,,767.89330363
5802,1,4,1,1,2,,1,24,,,,,,,1,6,0,1,5,0,1,13,0,,,,,,,,,,1035.3469452
5805,1,4,2,,,,1,24,,,,,,,1,3,0,1,7,0,1,10,0,1,1,0,,,,,,,323.75670361
5825,1,3,2,,,,1,12,,,,,,,,,,1,4,0,,,,,,,,,,,,,446.48550317
5842,1,3,2,,,,1,24,,,,,,,1,8,0,1,5,0,1,11,0,,,,,,,,,,849.10361853
5860,1,4,1,5,2,,1,24,,,,,,,1,3,0,1,3,0,1,11,0,1,0,30,1,0,40,,,,239.18528203
5865,1,4,1,2,1,2,1,24,,,,,,,1,2,0,1,6,0,1,10,0,1,2,0,,,,,,,316.81680857
5871,1,3,2,,,,1,24,,,,,,,1,1,0,1,1,30,1,2,0,,,,,,,,,,271.71412817
5884,1,4,2,,,,1,14,1,10,,,,,,,,1,3,0,,,,,,,,,,,,,241.4065053
5891,1,3,2,,,,1,24,,,,,,,1,2,0,1,10,0,1,9,0,1,1,0,1,1,0,,,,262.96540624
5918,1,10,1,2,2,,1,24,,,,,,,1,1,0,1,6,0,1,10,0,1,3,0,,,,,,,256.99753432
5921,1,4,1,5,1,2,1,16,,,,,,,1,3,0,1,4,0,1,12,0,1,1,0,,,,,,,366.73109497
5929,1,3,2,,,,1,24,,,,,,,1,6,0,1,3,0,1,12,0,1,1,0,1,1,0,,,,269.88201031
5932,1,4,2,,,,1,24,,,,,,,,,,1,9,0,1,15,0,,,,,,,,,,259.68940813
5936,1,3,2,,,,1,24,,,,,,,,,,1,1,0,1,12,0,,,,,,,,,,236.18003684
5950,1,3,2,,,,1,24,,,,,,,1,1,0,1,1,0,1,10,0,1,2,0,1,1,0,,,,446.2634519
5954,1,4,2,,,,1,12,1,12,,,,,1,4,0,1,8,0,1,12,0,,,,,,,,,,312.71879137
5954,1,5,2,,,,1,12,1,12,,,,,1,1,30,1,8,0,1,13,0,,,,,,,,,,312.71879137
5963,1,4,2,,,,1,24,,,,,,,,,,1,5,0,1,12,0,1,4,0,,,,,,,502.71876323
5971,1,3,1,1,2,,1,24,,,,,,,1,5,0,1,3,0,1,13,0,1,1,0,,,,,,,316.94186985
6030,1,4,2,,,,1,24,,,,,,,,,,1,2,0,1,16,0,,,,,,,,,,336.227466
6037,1,4,2,,,,1,24,,,,,,,,,,1,1,0,1,9,0,,,,,,,,,,308.0065517
6040,1,3,1,2,1,6,,,1,4,,,,,,,,1,0,40,1,1,0,,,,,,,,,,243.63795384
6045,1,4,1,2,1,2,1,24,,,,,,,1,4,0,1,6,0,1,10,0,1,2,0,,,,,,,110.02135462
6054,1,3,1,2,2,,1,24,,,,,,,1,2,0,1,4,0,1,9,0,1,0,30,,,,,,,216.16444483
6055,1,5,2,,,,1,24,,,,,,,1,5,0,1,4,0,1,12,0,1,3,0,,,,,,,130.67268333
6056,1,6,2,,,,1,18,,,,,,,,,,,,,1,10,0,,,,,,,,,,406.72948227
6058,1,3,2,,,,1,24,,,,,,,1,0,40,1,3,0,1,1,0,,,,,,,,,,247.84200019
6065,1,3,1,1,2,,1,21,,,,,1,3,1,3,0,1,5,0,1,11,0,1,2,0,,,,,,,657.66998377
6068,1,2,2,,,,1,24,,,,,,,1,1,0,1,1,0,1,13,0,,,,,,,,,,2133.4322508
6068,1,3,2,,,,1,24,,,,,,,,,,,,,1,22,0,,,,,,,,,,2133.4322508
6069,1,4,2,,,,1,24,,,,,,,,,,,,,1,18,0,,,,,,,,,,424.47636947
6077,1,3,1,2,1,1,1,24,,,,,,,1,0,15,1,1,0,1,11,0,1,1,0,,,,,,,457.85543803
6090,1,3,2,,,,1,24,,,,,,,,,,,,,1,11,0,1,3,0,,,,,,,149.59492834
6090,1,4,2,,,,1,24,,,,,,,,,,1,13,0,1,4,0,,,,,,,,,,149.59492834
6097,1,3,2,,,,1,24,,,,,,,,,,1,0,30,1,12,0,,,,,,,,,,265.73954314
6104,1,7,2,,,,1,24,,,,,,,1,6,0,1,5,0,1,12,0,,,,,,,,,,520.3601932
